"Kod";"Nazwa";"ogółem;ogółem;2023;[osoba]";
2011095;"Suchowola - obszar wiejski (5)";4249;
2011102;"Szudziałowo (2)";2727;
2012000;"Powiat suwalski";34635;
2012012;"Bakałarzewo (2)";2966;
2012022;"Filipów (2)";4052;
2012032;"Jeleniewo (2)";3107;
2012042;"Przerośl (2)";2745;
2012052;"Raczki (2)";5664;
2012062;"Rutka-Tartak (2)";2209;
2012072;"Suwałki (2)";8082;
2012082;"Szypliszki (2)";3851;
2012092;"Wiżajny (2)";1959;
2013000;"Powiat wysokomazowiecki";53406;
2013011;"Wysokie Mazowieckie (1)";9017;
2013023;"Ciechanowiec (3)";7970;
2013024;"Ciechanowiec - miasto (4)";4372;
2013025;"Ciechanowiec - obszar wiejski (5)";3598;
2013033;"Czyżew (3)";5983;
2013034;"Czyżew - miasto (4)";2480;
2013035;"Czyżew - obszar wiejski (5)";3503;
2013042;"Klukowo (2)";3941;
2013052;"Kobylin-Borzymy (2)";2938;
2013062;"Kulesze Kościelne (2)";2916;
2013072;"Nowe Piekuty (2)";3557;
2013082;"Sokoły (2)";5209;
2013093;"Szepietowo (3)";6397;
2013094;"Szepietowo - miasto (4)";2018;
2013095;"Szepietowo - obszar wiejski (5)";4379;
2013102;"Wysokie Mazowieckie (2)";5478;
2014000;"Powiat zambrowski";41370;
2014011;"Zambrów (1)";20848;
2014022;"Kołaki Kościelne (2)";2150;
2014032;"Rutki (2)";5075;
2014042;"Szumowo (2)";4543;
2014052;"Zambrów (2)";8754;
2061000;"Powiat m. Białystok";291688;
2061011;"Białystok (1)";291688;
2062000;"Powiat m. Łomża";59711;
2062011;"Łomża (1)";59711;
2063000;"Powiat m. Suwałki";68231;
2063011;"Suwałki (1)";68231;
2200000;"POMORSKIE";2359573;
2201000;"Powiat bytowski";76502;
2201012;"Borzytuchom (2)";3517;
2201023;"Bytów (3)";25050;
2201024;"Bytów - miasto (4)";16339;
2201025;"Bytów - obszar wiejski (5)";8711;
2201032;"Czarna Dąbrówka (2)";5687;
2201042;"Kołczygłowy (2)";4089;
2201052;"Lipnica (2)";5165;
2201063;"Miastko (3)";17834;
2201064;"Miastko - miasto (4)";9395;
2201065;"Miastko - obszar wiejski (5)";8439;
2201072;"Parchowo (2)";3820;
2201082;"Studzienice (2)";3633;
2201092;"Trzebielino (2)";3521;
2201102;"Tuchomie (2)";4186;
2202000;"Powiat chojnicki";96024;
2202011;"Chojnice (1)";38729;
2202023;"Brusy (3)";14263;
2202024;"Brusy - miasto (4)";5063;
2202025;"Brusy - obszar wiejski (5)";9200;
2202032;"Chojnice (2)";19511;
2202043;"Czersk (3)";21261;
2202044;"Czersk - miasto (4)";9852;
2202045;"Czersk - obszar wiejski (5)";11409;
2202052;"Konarzyny (2)";2260;
2203000;"Powiat człuchowski";53135;
2203011;"Człuchów (1)";13031;
2203023;"Czarne (3)";8516;
2203024;"Czarne - miasto (4)";5572;
2203025;"Czarne - obszar wiejski (5)";2944;
2203032;"Człuchów (2)";10812;
2203043;"Debrzno (3)";8482;
2203044;"Debrzno - miasto (4)";4834;
2203045;"Debrzno - obszar wiejski (5)";3648;
2203052;"Koczała (2)";3123;
2203062;"Przechlewo (2)";5842;
2203072;"Rzeczenica (2)";3329;
2204000;"Powiat gdański";131728;
2204011;"Pruszcz Gdański (1)";32171;
2204022;"Cedry Wielkie (2)";6794;
2204032;"Kolbudy (2)";21203;
2204042;"Pruszcz Gdański (2)";37948;
2204052;"Przywidz (2)";6159;
2204062;"Pszczółki (2)";11171;
2204072;"Suchy Dąb (2)";4217;
2204082;"Trąbki Wielkie (2)";12065;
2205000;"Powiat kartuski";153813;
2205012;"Chmielno (2)";7813;
2205023;"Kartuzy (3)";34351;
2205024;"Kartuzy - miasto (4)";13796;
2205025;"Kartuzy - obszar wiejski (5)";20555;
2205032;"Przodkowo (2)";11343;
2205042;"Sierakowice (2)";20946;
2205052;"Somonino (2)";11310;
2205062;"Stężyca (2)";11364;
2205072;"Sulęczyno (2)";5704;
2205083;"Żukowo (3)";50982;
2205084;"Żukowo - miasto (4)";6709;
2205085;"Żukowo - obszar wiejski (5)";44273;
2206000;"Powiat kościerski";72202;
2206011;"Kościerzyna (1)";23296;
2206022;"Dziemiany (2)";4435;
2206032;"Karsin (2)";6119;
2206042;"Kościerzyna (2)";16136;
2206052;"Liniewo (2)";4478;
2206062;"Lipusz (2)";3757;
2206072;"Nowa Karczma (2)";7242;
2206082;"Stara Kiszewa (2)";6739;
2207000;"Powiat kwidzyński";80146;
2207011;"Kwidzyn (1)";36854;
2207022;"Gardeja (2)";8071;
2207032;"Kwidzyn (2)";11405;
2207043;"Prabuty (3)";12232;
2207044;"Prabuty - miasto (4)";8091;
2207045;"Prabuty - obszar wiejski (5)";4141;
2207052;"Ryjewo (2)";5621;
2207062;"Sadlinki (2)";5963;
2208000;"Powiat lęborski";63677;
2208011;"Lębork (1)";34000;
2208021;"Łeba (1)";3024;
2208032;"Cewice (2)";7447;
2208042;"Nowa Wieś Lęborska (2)";13674;
2208052;"Wicko (2)";5532;
2209000;"Powiat malborski";60647;
2209011;"Malbork (1)";36709;
2209032;"Lichnowy (2)";4214;
2209042;"Malbork (2)";5096;
2209062;"Miłoradz (2)";3232;
2209073;"Nowy Staw (3)";7058;
2209074;"Nowy Staw - miasto (4)";4001;
2209075;"Nowy Staw - obszar wiejski (5)";3057;
2209082;"Stare Pole (2)";4338;
2210000;"Powiat nowodworski";33626;
2210011;"Krynica Morska (1)";1165;
2210023;"Nowy Dwór Gdański (3)";16885;
2210024;"Nowy Dwór Gdański - miasto (4)";9471;
2210025;"Nowy Dwór Gdański - obszar wiejski (5)";7414;
2210032;"Ostaszewo (2)";2927;
2210042;"Stegna (2)";9246;
2210052;"Sztutowo (2)";3403;
2211000;"Powiat pucki";91664;
2211011;"Hel (1)";2786;
2211023;"Jastarnia (3)";3484;
2211024;"Jastarnia - miasto (4)";2604;
2211025;"Jastarnia - obszar wiejski (5)";880;
2211031;"Puck (1)";10463;
2211043;"Władysławowo (3)";14298;
2211044;"Władysławowo - miasto (4)";9235;
2211045;"Władysławowo - obszar wiejski (5)";5063;
2211052;"Kosakowo (2)";21436;
2211062;"Krokowa (2)";10502;
2211072;"Puck (2)";28695;
2212000;"Powiat słupski";96293;
2212011;"Ustka (1)";13722;
2212022;"Damnica (2)";5613;
2212032;"Dębnica Kaszubska (2)";8984;
2212042;"Główczyce (2)";8264;
2212053;"Kępice (3)";8173;
2212054;"Kępice - miasto (4)";3283;
2212055;"Kępice - obszar wiejski (5)";4890;
2212062;"Kobylnica (2)";14374;
2212072;"Potęgowo (2)";6484;
2212082;"Redzikowo (2)";19571;
2212092;"Smołdzino (2)";3082;
2212102;"Ustka (2)";8026;
2213000;"Powiat starogardzki";125125;
2213013;"Czarna Woda (3)";3012;
2213014;"Czarna Woda - miasto (4)";2644;
2213015;"Czarna Woda - obszar wiejski (5)";368;
2213021;"Skórcz (1)";3439;
2213031;"Starogard Gdański (1)";45295;
2213042;"Bobowo (2)";3162;
2213052;"Kaliska (2)";5311;
2213062;"Lubichowo (2)";6886;
2213072;"Osieczna (2)";2690;
2213082;"Osiek (2)";2251;
2213093;"Skarszewy (3)";14485;
2213094;"Skarszewy - miasto (4)";6598;
2213095;"Skarszewy - obszar wiejski (5)";7887;
2213102;"Skórcz (2)";4301;
2213112;"Smętowo Graniczne (2)";4824;
2213122;"Starogard Gdański (2)";17258;
2213132;"Zblewo (2)";12211;
2214000;"Powiat tczewski";111237;
2214011;"Tczew (1)";56936;
2214023;"Gniew (3)";14325;
2214024;"Gniew - miasto (4)";6149;
2214025;"Gniew - obszar wiejski (5)";8176;
2214032;"Morzeszczyn (2)";3330;
2214043;"Pelplin (3)";15041;
2214044;"Pelplin - miasto (4)";7124;
2214045;"Pelplin - obszar wiejski (5)";7917;
2214052;"Subkowy (2)";5345;
2214062;"Tczew (2)";16260;
2215000;"Powiat wejherowski";229446;
2215011;"Reda (1)";28704;
2215021;"Rumia (1)";53316;
2215031;"Wejherowo (1)";46097;
2215042;"Choczewo (2)";4949;
2215052;"Gniewino (2)";7405;
2215062;"Linia (2)";6441;
2215072;"Luzino (2)";17963;
2215082;"Łęczyce (2)";11990;
2215092;"Szemud (2)";21622;
2215102;"Wejherowo (2)";30959;
2216000;"Powiat sztumski";38341;
2216013;"Dzierzgoń (3)";8665;
2216014;"Dzierzgoń - miasto (4)";4893;
2216015;"Dzierzgoń - obszar wiejski (5)";3772;
2216022;"Mikołajki Pomorskie (2)";3341;
2216032;"Stary Dzierzgoń (2)";3433;
2216042;"Stary Targ (2)";5891;
2216053;"Sztum (3)";17011;
2216054;"Sztum - miasto (4)";9104;
2216055;"Sztum - obszar wiejski (5)";7907;
2261000;"Powiat m. Gdańsk";487371;
2261011;"Gdańsk (1)";487371;
2262000;"Powiat m. Gdynia";241189;
2262011;"Gdynia (1)";241189;
2263000;"Powiat m. Słupsk";85504;
2263011;"Słupsk (1)";85504;
2264000;"Powiat m. Sopot";31903;
2264011;"Sopot (1)";31903;
2400000;"ŚLĄSKIE";4320130;
2401000;"Powiat będziński";144685;
2401011;"Będzin (1)";53848;
2401021;"Czeladź (1)";29876;
2401031;"Wojkowice (1)";8477;
2401042;"Bobrowniki (2)";12563;
2401052;"Mierzęcice (2)";7985;
2401062;"Psary (2)";12327;
2401073;"Siewierz (3)";12767;
2401074;"Siewierz - miasto (4)";5730;
2401075;"Siewierz - obszar wiejski (5)";7037;
2401081;"Sławków (1)";6842;
2402000;"Powiat bielski";165824;
2402011;"Szczyrk (1)";5283;
2402022;"Bestwina (2)";12203;
2402032;"Buczkowice (2)";11171;
2402043;"Czechowice-Dziedzice (3)";44414;
2402044;"Czechowice-Dziedzice - miasto (4)";34783;
2402045;"Czechowice-Dziedzice - obszar wiejski (5)";9631;
2402052;"Jasienica (2)";25237;
2402062;"Jaworze (2)";7415;
2402072;"Kozy (2)";13169;
2402082;"Porąbka (2)";15441;
2402093;"Wilamowice (3)";18222;
2402094;"Wilamowice - miasto (4)";3167;
2402095;"Wilamowice - obszar wiejski (5)";15055;
2402102;"Wilkowice (2)";13269;
2403000;"Powiat cieszyński";174794;
2403011;"Cieszyn (1)";32947;
2403021;"Ustroń (1)";15853;
2403031;"Wisła (1)";10637;
2403042;"Brenna (2)";11761;
2403052;"Chybie (2)";9619;
2403062;"Dębowiec (2)";5782;
2403072;"Goleszów (2)";13130;
2403082;"Hażlach (2)";10741;
2403092;"Istebna (2)";12204;
2403103;"Skoczów (3)";26187;
2403104;"Skoczów - miasto (4)";13423;
2403105;"Skoczów - obszar wiejski (5)";12764;
2403113;"Strumień (3)";13233;
2403114;"Strumień - miasto (4)";3558;
2403115;"Strumień - obszar wiejski (5)";9675;
2403122;"Zebrzydowice (2)";12700;
2404000;"Powiat częstochowski";131569;
2404013;"Blachownia (3)";12433;
2404014;"Blachownia - miasto (4)";9041;
2404015;"Blachownia - obszar wiejski (5)";3392;
2404022;"Dąbrowa Zielona (2)";3626;
2404032;"Janów (2)";5845;
2404042;"Kamienica Polska (2)";5373;
2404052;"Kłomnice (2)";12886;
2404063;"Koniecpol (3)";8651;
2404064;"Koniecpol - miasto (4)";5355;
2404065;"Koniecpol - obszar wiejski (5)";3296;
2404072;"Konopiska (2)";10822;
2404082;"Kruszyna (2)";4659;
2404092;"Lelów (2)";4517;
2404102;"Mstów (2)";10846;
2404112;"Mykanów (2)";15345;
2404123;"Olsztyn (3)";8253;
2404124;"Olsztyn - miasto (4)";2492;
2404125;"Olsztyn - obszar wiejski (5)";5761;
2404132;"Poczesna (2)";12414;
2404142;"Przyrów (2)";3539;
2404152;"Rędziny (2)";9465;
2404162;"Starcza (2)";2895;
2405000;"Powiat gliwicki";113180;
2405011;"Knurów (1)";35619;
2405021;"Pyskowice (1)";17236;
2405032;"Gierałtowice (2)";12671;
2405042;"Pilchowice (2)";12715;
2405052;"Rudziniec (2)";10828;
2405063;"Sośnicowice (3)";9063;
2405064;"Sośnicowice - miasto (4)";1958;
2405065;"Sośnicowice - obszar wiejski (5)";7105;
2405073;"Toszek (3)";9242;
2405074;"Toszek - miasto (4)";3489;
2405075;"Toszek - obszar wiejski (5)";5753;
2405082;"Wielowieś (2)";5806;
2406000;"Powiat kłobucki";81964;
2406013;"Kłobuck (3)";19652;
2406014;"Kłobuck - miasto (4)";12220;
2406015;"Kłobuck - obszar wiejski (5)";7432;
2406023;"Krzepice (3)";8510;
2406024;"Krzepice - miasto (4)";4101;
2406025;"Krzepice - obszar wiejski (5)";4409;
2406032;"Lipie (2)";5965;
2406042;"Miedźno (2)";7433;
2406052;"Opatów (2)";6613;
2406062;"Panki (2)";4822;
2406072;"Popów (2)";5711;
2406082;"Przystajń (2)";5703;
2406092;"Wręczyca Wielka (2)";17555;
2407000;"Powiat lubliniecki";74887;
2407011;"Lubliniec (1)";23347;
2407022;"Boronów (2)";3322;
2407032;"Ciasna (2)";7208;
2407042;"Herby (2)";6391;
2407052;"Kochanowice (2)";6929;
2407062;"Koszęcin (2)";11850;
2407072;"Pawonków (2)";6475;
2407083;"Woźniki (3)";9365;
2407084;"Woźniki - miasto (4)";4121;
2407085;"Woźniki - obszar wiejski (5)";5244;
2408000;"Powiat mikołowski";100002;
2408011;"Łaziska Górne (1)";21116;
2408021;"Mikołów (1)";41618;
2408031;"Orzesze (1)";21986;
2408042;"Ornontowice (2)";6205;
2408052;"Wyry (2)";9077;
2409000;"Powiat myszkowski";67573;
2409011;"Myszków (1)";29379;
2409023;"Koziegłowy (3)";14111;
2409024;"Koziegłowy - miasto (4)";2382;
2409025;"Koziegłowy - obszar wiejski (5)";11729;
2409032;"Niegowa (2)";5370;
2409042;"Poraj (2)";10583;
2409053;"Żarki (3)";8130;
2409054;"Żarki - miasto (4)";4325;
2409055;"Żarki - obszar wiejski (5)";3805;
2410000;"Powiat pszczyński";110777;
2410012;"Goczałkowice-Zdrój (2)";6623;
2410022;"Kobiór (2)";5103;
2410032;"Miedźna (2)";16071;
2410042;"Pawłowice (2)";17555;
2410053;"Pszczyna (3)";52703;
2410054;"Pszczyna - miasto (4)";25031;
2410055;"Pszczyna - obszar wiejski (5)";27672;
2410062;"Suszec (2)";12722;
2411000;"Powiat raciborski";99332;
2411011;"Racibórz (1)";49650;
2411022;"Kornowac (2)";5144;
2411033;"Krzanowice (3)";5270;
2411034;"Krzanowice - miasto (4)";2000;
2411035;"Krzanowice - obszar wiejski (5)";3270;
2411042;"Krzyżanowice (2)";10698;
2411053;"Kuźnia Raciborska (3)";10581;
2411054;"Kuźnia Raciborska - miasto (4)";4598;
2411055;"Kuźnia Raciborska - obszar wiejski (5)";5983;
2411062;"Nędza (2)";6641;
2411072;"Pietrowice Wielkie (2)";6544;
2411082;"Rudnik (2)";4804;
2412000;"Powiat rybnicki";76666;
2412013;"Czerwionka-Leszczyny (3)";40145;
2412014;"Czerwionka-Leszczyny - miasto (4)";26522;
2412015;"Czerwionka-Leszczyny - obszar wiejski (5)";13623;
2412022;"Gaszowice (2)";9920;
2412032;"Jejkowice (2)";4180;
2412042;"Lyski (2)";9780;
2412052;"Świerklany (2)";12641;
2413000;"Powiat tarnogórski";139160;
2413011;"Kalety (1)";8170;
2413021;"Miasteczko Śląskie (1)";6961;
2413031;"Radzionków (1)";16034;
2413041;"Tarnowskie Góry (1)";61321;
2413052;"Krupski Młyn (2)";3002;
2413062;"Ożarowice (2)";5956;
2413072;"Świerklaniec (2)";13174;
2413082;"Tworóg (2)";8206;
2413092;"Zbrosławice (2)";16336;
2414000;"Powiat bieruńsko-lędziński";59443;
2414011;"Bieruń (1)";18835;
2414021;"Imielin (1)";9398;
2414031;"Lędziny (1)";16333;
2414042;"Bojszowy (2)";8576;
2414052;"Chełm Śląski (2)";6301;
2415000;"Powiat wodzisławski";150269;
2415011;"Pszów (1)";13007;
2415021;"Radlin (1)";16829;
2415031;"Rydułtowy (1)";20168;
2415041;"Wodzisław Śląski (1)";44833;
2415052;"Godów (2)";13712;
2415062;"Gorzyce (2)";21138;
2415072;"Lubomia (2)";7640;
2415082;"Marklowice (2)";5337;
2415092;"Mszana (2)";7605;
2416000;"Powiat zawierciański";111628;
2416011;"Poręba (1)";8104;
2416021;"Zawiercie (1)";46106;
2416032;"Irządze (2)";2513;
2416042;"Kroczyce (2)";6040;
2416053;"Łazy (3)";15534;
2416054;"Łazy - miasto (4)";6378;
2416055;"Łazy - obszar wiejski (5)";9156;
2416063;"Ogrodzieniec (3)";8871;
2416064;"Ogrodzieniec - miasto (4)";4110;
2416065;"Ogrodzieniec - obszar wiejski (5)";4761;
2416073;"Pilica (3)";8039;
2416074;"Pilica - miasto (4)";1761;
2416075;"Pilica - obszar wiejski (5)";6278;
2416083;"Szczekociny (3)";6874;
2416084;"Szczekociny - miasto (4)";3329;
2416085;"Szczekociny - obszar wiejski (5)";3545;
2416093;"Włodowice (3)";5127;
2416094;"Włodowice - miasto (4)";1152;
2416095;"Włodowice - obszar wiejski (5)";3975;
2416102;"Żarnowiec (2)";4420;
2417000;"Powiat żywiecki";148829;
2417011;"Żywiec (1)";29732;
2417022;"Czernichów (2)";6359;
2417032;"Gilowice (2)";6249;
2417042;"Jeleśnia (2)";12586;
2417052;"Koszarawa (2)";2208;
2417062;"Lipowa (2)";10950;
2417072;"Łękawica (2)";4528;
2417082;"Łodygowice (2)";15259;
2417092;"Milówka (2)";9805;
2417102;"Radziechowy-Wieprz (2)";12872;
2417112;"Rajcza (2)";8301;
2417122;"Ślemień (2)";3507;
2417132;"Świnna (2)";7877;
2417142;"Ujsoły (2)";4169;
2417152;"Węgierska Górka (2)";14427;
2461000;"Powiat m. Bielsko-Biała";165766;
2461011;"Bielsko-Biała (1)";165766;
2462000;"Powiat m. Bytom";147759;
2462011;"Bytom (1)";147759;
2463000;"Powiat m. Chorzów";100593;
2463011;"Chorzów (1)";100593;
2464000;"Powiat m. Częstochowa";205969;
2464011;"Częstochowa (1)";205969;
2465000;"Powiat m. Dąbrowa Górnicza";113460;
2465011;"Dąbrowa Górnicza (1)";113460;
2466000;"Powiat m. Gliwice";169915;
2466011;"Gliwice (1)";169915;
2467000;"Powiat m. Jastrzębie-Zdrój";82301;
2467011;"Jastrzębie-Zdrój (1)";82301;
2468000;"Powiat m. Jaworzno";86812;
2468011;"Jaworzno (1)";86812;
2469000;"Powiat m. Katowice";279190;
2469011;"Katowice (1)";279190;
2470000;"Powiat m. Mysłowice";71280;
2470011;"Mysłowice (1)";71280;
2471000;"Powiat m. Piekary Śląskie";51707;
2471011;"Piekary Śląskie (1)";51707;
2472000;"Powiat m. Ruda Śląska";130302;
2472011;"Ruda Śląska (1)";130302;
2473000;"Powiat m. Rybnik";130887;
2473011;"Rybnik (1)";130887;
2474000;"Powiat m. Siemianowice Śląskie";63401;
2474011;"Siemianowice Śląskie (1)";63401;
2475000;"Powiat m. Sosnowiec";187115;
2475011;"Sosnowiec (1)";187115;
2476000;"Powiat m. Świętochłowice";45434;
2476011;"Świętochłowice (1)";45434;
2477000;"Powiat m. Tychy";122045;
2477011;"Tychy (1)";122045;
2478000;"Powiat m. Zabrze";153838;
2478011;"Zabrze (1)";153838;
2479000;"Powiat m. Żory";61774;
2479011;"Żory (1)";61774;
2600000;"ŚWIĘTOKRZYSKIE";1168499;
2601000;"Powiat buski";67817;
2601013;"Busko-Zdrój (3)";30637;
2601014;"Busko-Zdrój - miasto (4)";14365;
2601015;"Busko-Zdrój - obszar wiejski (5)";16272;
2601022;"Gnojno (2)";4224;
2601033;"Nowy Korczyn (3)";5444;
2601034;"Nowy Korczyn - miasto (4)";899;
2601035;"Nowy Korczyn - obszar wiejski (5)";4545;
2601043;"Pacanów (3)";6874;
2601044;"Pacanów - miasto (4)";1033;
2601045;"Pacanów - obszar wiejski (5)";5841;
2601052;"Solec-Zdrój (2)";4870;
2601063;"Stopnica (3)";7072;
2601064;"Stopnica - miasto (4)";1124;
2601065;"Stopnica - obszar wiejski (5)";5948;
2601072;"Tuczępy (2)";3588;
2601083;"Wiślica (3)";5108;
2601084;"Wiślica - miasto (4)";444;
2601085;"Wiślica - obszar wiejski (5)";4664;
2602000;"Powiat jędrzejowski";81057;
2602012;"Imielno (2)";4151;
2602023;"Jędrzejów (3)";26488;
2602024;"Jędrzejów - miasto (4)";14029;
2602025;"Jędrzejów - obszar wiejski (5)";12459;
2602033;"Małogoszcz (3)";11046;
2602034;"Małogoszcz - miasto (4)";3356;
2602035;"Małogoszcz - obszar wiejski (5)";7690;
2602042;"Nagłowice (2)";4689;
2602052;"Oksa (2)";4363;
2602063;"Sędziszów (3)";11720;
2602064;"Sędziszów - miasto (4)";6108;
2602065;"Sędziszów - obszar wiejski (5)";5612;
2602072;"Słupia (2)";3905;
2602082;"Sobków (2)";8339;
2602093;"Wodzisław (3)";6356;
2602094;"Wodzisław - miasto (4)";961;
2602095;"Wodzisław - obszar wiejski (5)";5395;
2603000;"Powiat kazimierski";31693;
2603012;"Bejsce (2)";3843;
2603022;"Czarnocin (2)";3573;
2603033;"Kazimierza Wielka (3)";15210;
2603034;"Kazimierza Wielka - miasto (4)";4995;
2603035;"Kazimierza Wielka - obszar wiejski (5)";10215;
2603043;"Opatowiec (3)";2960;
2603044;"Opatowiec - miasto (4)";308;
2603045;"Opatowiec - obszar wiejski (5)";2652;
2603053;"Skalbmierz (3)";6107;
2603054;"Skalbmierz - miasto (4)";1187;
2603055;"Skalbmierz - obszar wiejski (5)";4920;
2604000;"Powiat kielecki";211764;
2604012;"Bieliny (2)";9962;
2604023;"Bodzentyn (3)";10969;
2604024;"Bodzentyn - miasto (4)";2091;
2604025;"Bodzentyn - obszar wiejski (5)";8878;
2604033;"Chęciny (3)";14760;
2604034;"Chęciny - miasto (4)";4316;
2604035;"Chęciny - obszar wiejski (5)";10444;
2604043;"Chmielnik (3)";10719;
2604044;"Chmielnik - miasto (4)";3434;
2604045;"Chmielnik - obszar wiejski (5)";7285;
2604053;"Daleszyce (3)";16282;
2604054;"Daleszyce - miasto (4)";2750;
2604055;"Daleszyce - obszar wiejski (5)";13532;
2604062;"Górno (2)";15184;
2604073;"Łagów (3)";6564;
2604074;"Łagów - miasto (4)";1521;
2604075;"Łagów - obszar wiejski (5)";5043;
2604083;"Łopuszno (3)";8701;
2604084;"Łopuszno - miasto (4)";1445;
2604085;"Łopuszno - obszar wiejski (5)";7256;
2604092;"Masłów (2)";11961;
2604102;"Miedziana Góra (2)";12563;
2604112;"Mniów (2)";9044;
2604123;"Morawica (3)";17920;
2604124;"Morawica - miasto (4)";1768;
2604125;"Morawica - obszar wiejski (5)";16152;
2604133;"Nowa Słupia (3)";8791;
2604134;"Nowa Słupia - miasto (4)";1288;
2604135;"Nowa Słupia - obszar wiejski (5)";7503;
2604143;"Piekoszów (3)";16850;
2604144;"Piekoszów - miasto (4)";2948;
2604145;"Piekoszów - obszar wiejski (5)";13902;
2604153;"Pierzchnica (3)";4702;
2604154;"Pierzchnica - miasto (4)";1269;
2604155;"Pierzchnica - obszar wiejski (5)";3433;
2604162;"Raków (2)";5266;
2604172;"Nowiny (2)";8119;
2604182;"Strawczyn (2)";11227;
2604192;"Zagnańsk (2)";12180;
2605000;"Powiat konecki";73741;
2605012;"Fałków (2)";3945;
2605022;"Gowarczów (2)";4404;
2605033;"Końskie (3)";32461;
2605034;"Końskie - miasto (4)";17384;
2605035;"Końskie - obszar wiejski (5)";15077;
2605043;"Radoszyce (3)";8125;
2605044;"Radoszyce - miasto (4)";2831;
2605045;"Radoszyce - obszar wiejski (5)";5294;
2605052;"Ruda Maleniecka (2)";2837;
2605062;"Słupia Konecka (2)";2960;
2605072;"Smyków (2)";3685;
2605083;"Stąporków (3)";15324;
2605084;"Stąporków - miasto (4)";5091;
2605085;"Stąporków - obszar wiejski (5)";10233;
2606000;"Powiat opatowski";48394;
2606012;"Baćkowice (2)";4528;
2606023;"Iwaniska (3)";6133;
2606024;"Iwaniska - miasto (4)";1215;
2606025;"Iwaniska - obszar wiejski (5)";4918;
2606032;"Lipnik (2)";4787;
2606043;"Opatów (3)";10755;
2606044;"Opatów - miasto (4)";5937;
2606045;"Opatów - obszar wiejski (5)";4818;
2606053;"Ożarów (3)";10090;
2606054;"Ożarów - miasto (4)";4203;
2606055;"Ożarów - obszar wiejski (5)";5887;
2606062;"Sadowie (2)";3757;
2606072;"Tarłów (2)";4584;
2606082;"Wojciechowice (2)";3760;
2607000;"Powiat ostrowiecki";100058;
2607011;"Ostrowiec Świętokrzyski (1)";62093;
2607022;"Bałtów (2)";3122;
2607032;"Bodzechów (2)";12664;
2607043;"Ćmielów (3)";6721;
2607044;"Ćmielów - miasto (4)";2788;
2607045;"Ćmielów - obszar wiejski (5)";3933;
2607053;"Kunów (3)";9143;
2607054;"Kunów - miasto (4)";2699;
2607055;"Kunów - obszar wiejski (5)";6444;
2607062;"Waśniów (2)";6315;
2608000;"Powiat pińczowski";36739;
2608013;"Działoszyce (3)";4577;
2608014;"Działoszyce - miasto (4)";847;
2608015;"Działoszyce - obszar wiejski (5)";3730;
2608022;"Kije (2)";4283;
2608032;"Michałów (2)";4411;
2608043;"Pińczów (3)";19240;
2608044;"Pińczów - miasto (4)";9721;
2608045;"Pińczów - obszar wiejski (5)";9519;
2608052;"Złota (2)";4228;
2609000;"Powiat sandomierski";71824;
2609011;"Sandomierz (1)";21273;
2609022;"Dwikozy (2)";8159;
2609033;"Klimontów (3)";7465;
2609034;"Klimontów - miasto (4)";1758;
2609035;"Klimontów - obszar wiejski (5)";5707;
2609043;"Koprzywnica (3)";6218;
2609044;"Koprzywnica - miasto (4)";2368;
2609045;"Koprzywnica - obszar wiejski (5)";3850;
2609052;"Łoniów (2)";7140;
2609062;"Obrazów (2)";6086;
2609072;"Samborzec (2)";8047;
2609082;"Wilczyce (2)";3430;
2609093;"Zawichost (3)";4006;
2609094;"Zawichost - miasto (4)";1596;
2609095;"Zawichost - obszar wiejski (5)";2410;
2610000;"Powiat skarżyski";68103;
2610011;"Skarżysko-Kamienna (1)";41224;
2610022;"Bliżyn (2)";7445;
2610032;"Łączna (2)";4799;
2610042;"Skarżysko Kościelne (2)";5500;
2610053;"Suchedniów (3)";9135;
2610054;"Suchedniów - miasto (4)";7452;
2610055;"Suchedniów - obszar wiejski (5)";1683;
2611000;"Powiat starachowicki";83634;
2611011;"Starachowice (1)";44416;
2611022;"Brody (2)";10119;
2611032;"Mirzec (2)";7913;
2611042;"Pawłów (2)";14855;
2611053;"Wąchock (3)";6331;
2611054;"Wąchock - miasto (4)";2466;
2611055;"Wąchock - obszar wiejski (5)";3865;
2612000;"Powiat staszowski";68448;
2612012;"Bogoria (2)";7409;
2612022;"Łubnice (2)";3925;
2612033;"Oleśnica (3)";3751;
2612034;"Oleśnica - miasto (4)";1710;
2612035;"Oleśnica - obszar wiejski (5)";2041;
2612043;"Osiek (3)";7348;
2612044;"Osiek - miasto (4)";1970;
2612045;"Osiek - obszar wiejski (5)";5378;
2612053;"Połaniec (3)";11018;
2612054;"Połaniec - miasto (4)";7453;
2612055;"Połaniec - obszar wiejski (5)";3565;
2612062;"Rytwiany (2)";6231;
2612073;"Staszów (3)";24424;
2612074;"Staszów - miasto (4)";13596;
2612075;"Staszów - obszar wiejski (5)";10828;
2612083;"Szydłów (3)";4342;
2612084;"Szydłów - miasto (4)";967;
2612085;"Szydłów - obszar wiejski (5)";3375;
2613000;"Powiat włoszczowski";42932;
2613012;"Kluczewsko (2)";4904;
2613022;"Krasocin (2)";10096;
2613032;"Moskorzew (2)";2533;
2613042;"Radków (2)";2291;
2613052;"Secemin (2)";4530;
2613063;"Włoszczowa (3)";18578;
2613064;"Włoszczowa - miasto (4)";9520;
2613065;"Włoszczowa - obszar wiejski (5)";9058;
